id1,SMILES
7649,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1
7650,CCCS(=O)(=O)N1N=CC2=C(C=C(C)S2)B1O
7651,[H][C@]1(O)CN(CC2=CNC3=C(N)N=CN=C23)C[C@]1([H])CSC
7652,[H][C@]1(CC2=CC=C(OC[C@@]3(C)CCC4=C(C)C(O)=C(C)C(C)=C4O3)C=C2)SC(=O)NC1=O
7653,[H][C@@]1(C)CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@]([H])(C)CN1C(=O)C1=CC=C(C=C1)C#N
7654,[H]N(C(=O)C(C)(O)C(F)(F)F)C1=C(C)C=C(C=C1)S(=O)(=O)N(CC)C1=CC=CC=C1
7655,CC(C)C1=CC=C(COC2=C(Cl)C=C(CC(=O)NCCN)C=C2)C=C1
7656,OCCOC1=C(C=CC=C1)C1=C(F)C(F)=C(F)C=C1
7657,CCCCCCCCSCC(=O)C(F)(F)F
7658,OC(O)(C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1)C(F)(F)F
7659,[H][C@](NC(=O)CN1C(=O)C(NS(=O)(=O)NC)=CC=C1C1=CC=CC=C1)(C(C)C)C(=O)C(F)(F)F
7660,CN(C)C1=CC=C(C=C1)C1=[N+](C)C2=CC=C(O)C=C2S1
7661,[H][C@](N)(CC1=CC=C(CC(F)(F)F)C=C1)C(O)=O
7662,[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(=O)OC)[C@]([H])(C2)O[P@](O)(=O)C1=CC=CC=C1
7663,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O
7664,ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1
7665,[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O
7666,OC1(CCN(CCCC2(SCCS2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
7667,[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)C1=N[C@]([H])(C(O)=O)C(=C)CS1
7668,N[C@@H](CCCNC(N)=N)C(=O)C1=NC2=CC=CC=C2S1
7669,[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O
7670,C\C=C\C(\C)=C\[C@@]1(C)SC(=O)C(C)=C1O
7671,CC1=C(O)[C@](C)(SC1=O)\C=C\C=C
7672,[H][C@](N)(CC(C)C)CN1CCC[N@@]2CCC[C@@]12[H]
7673,ClC1=CC=C(NS(=O)(=O)C2=CC=C3CCNCC3=C2)C=C1
7674,OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O
7675,[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1([H])[C@]([H])(OC)[C@@]([H])(CC[C@]11CO1)OC(=O)NC(=O)CCl
7676,CC(C)C1=C(CC2=CC=CC=C2)N(COCC2=CC=CC=C2)C(=O)NC1=O
7677,CN(CCCCC(O)=O)C1=CC=C(\C=C\C2=CC=C(C=C2)[N+]([O-])=O)C=C1
7678,OC(=O)C(=O)\C=C\C1=CC=CC=C1O
7679,[H]\C(=C(/[H])C1=CC=CC=C1OC)C(=O)C(O)=O
7680,N[C@@H](CC1=CN(OO)C2=CC=CC=C12)C(O)=O
7681,CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1
7682,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
7683,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
7684,COC1=CC(=CC(OC)=C1OC)N(C)C[C@H]1CCC2=C(C1)C(N)=N[C@H](N)N2
7685,[H][C@@](CS)(NCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NCC(=O)N[C@@]([H])(C(C)C)C(=O)OC
7686,[H][C@@](CC)(C=O)[C@@]1([H])N(CC[C@]1([H])NS(C)(=O)=O)C(=O)[C@@]([H])(NC(=O)OC(C)(C)C)C(C)C
7687,[H][C@]1(NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O)C(Cl)Cl
7688,[H][C@](N)(CC1=CNC2=C1C=CC(NNC1=CC=CC=C1)=C2O)C=O
7689,[H][C@]1(C)[C@]([H])(C(C)C)C2=C(C=C(C)C(=C2)C(=O)CCC(O)=O)C1(C)C
7690,[H][C@]12C[C@](C[C@H](O1)C(O)=O)(C=C[C@H]2O)C(O)=O
7691,[H][C@](N)(O)CC1=CNC2=CC=CC=C12
7692,[H][C@]1(S)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O
7693,NC(=O)CC1=CNC2=CC=CC=C12
7694,NCCC1=CNC2=CC=CC=C12
7695,[H][C@]1(N)CCC2=CC=CC=C2[C@]1([H])O
7696,CC(=O)N1C2=CC=CC=C2C2=C1C(=O)CCC2
7697,[H][C@](C)(NC(=O)C1=C(C)C=CC(N)=C1)C1=CC=CC2=C1C=CC=C2
7698,OC(=O)COC1=CC=C(C=C1)C1=CNC(CNC(=O)NC2=NC=C(SC3=NC=CC=C3)S2)=N1
7699,CCO[P@](O)(=O)N(CC)CC
7700,NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1
7701,OC1=CC=C(O)C2=C1C(=O)C1=C(C(O)=C(O)C=C1)C2=O
7702,[H][C@@]1(O)C[C@]([H])(O[C@@]1([H])CN1CCCC1)N1C=C(C)C(=O)NC1=O
7703,[H][C@](C(C)C)(C1=CC=C(Br)C=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
7704,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2
7705,CC[C@@H](C1=CC(NC(=O)CNC(=O)OC(C)(C)C)=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
7706,CCN1C2=CC(=CC=C2N(C)C(=O)C2=C1N=CC=C2)[N+]([O-])=O
7707,FC(F)(F)C1=CC(NN=C2C(=N)N=NC2=N)=CC=C1
7708,FC1=CC=C(NN=C2C(=N)N=NC2=N)C=C1
7709,OC(=O)C1=CC(NN=C2C(=N)N=NC2=N)=CC=C1
7710,[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C)C=C1)C(=O)N[C@]([H])(CC(C)C)C(=O)OC
7711,[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C=C1)C(C)C)C(=O)N[C@]([H])(CC(C)C)C(=O)OC
7712,FC(F)(F)C1=CC=CC=C1NN=C1C(=N)N=NC1=N
7713,[H][C@@](C)(CCC1=CC=C(C=C1)C(N)=O)NCC(=O)C1=CC=C(F)C=C1
7714,CC(C)C1=CN=C(NC2=CC=C(C=C2)S(N)(=O)=O)S1
7715,[H][C@@]12CCN(C1=O)C1=C3C=C(OC4=C(C=CC(CN5C=NC=C5CN2)=C4)C#N)C=CC3=CC=C1
7716,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@]2([H])C[C@@]([H])(N=N2)[C@]1([H])C(\[H])=C(/[H])CCCCCC
7717,[H][C@]12CCN(C1=O)C1=CC=CC3=C1C=C(OC1([H])CC(CN4C=NC=C4CCN2)=CC[C@]1([H])C#N)C=C3
7718,[H]N(C(=O)CC1=CN=CC=C1)C1=NC=C(S1)C(C)C
7719,CCC1=CC=C(NS(O)(=O)=O)C=C1
7720,CC1=C(C=CO1)C(=S)NC1=CC(\C=N\OC(C)(C)C)=C(Cl)C=C1
7721,CC(C)OC(=S)NC1=CC(C(=O)OC(C)C)=C(Cl)C=C1
7722,CC(C)OC(=O)C1=C(Cl)C=CC(NC(=O)C2=C(C)OCCS2)=C1
7723,[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13
7724,CCCCCCCCCCOC(S)=O
7725,CN1CCN(C)C2=CC(CN)=CC=C12
7726,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCCC2)OC1=O
7727,OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2C(Cl)=N1
7728,CCCCCCCCCC(C)=O
7729,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
7730,COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O
7731,CCOC(=O)C1=C(\C(=C/N)C#N)C2=C(N1C)C(Cl)=C(Cl)C=C2
7732,[H]N(C(C)=O)[C@]([H])(CC1=CC=C(Cl)C=C1)[B-](O)(O)O
7733,[H]N([C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)O)C(C)=O
7734,NC1=NC=CC(=N1)C1=C2C=CN=C(N)N2C2=NC=CC(O)=C12
7735,[O-][N+](=O)C1=CC=C(C=C1)C1=NNC=C1
7736,CC1=CC(=CC(C)=C1OCCN)C(=O)NC1=CC(Cl)=CC(=C1)N1CCCCC1
7737,[H][C@@]1(N=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1N1CC(O)C1)C1=CC=CS1
7738,CC1=CC(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=CC=C1
7739,OCCNC1=CC=C2C(=O)N(C(=O)C3=CC=CC1=C23)C1=CC(Br)=CC=C1
7740,OC(=O)C1=C(OC(=C1C(O)=O)C1=CC=CC=C1)C1=CC=CC=C1
7741,CC(C)OC1=CC=C2C(CCC3=C2C2=C(C=NC2=O)C2=C3N(CCO)C3=CC=CC=C23)=C1
7742,[H][C@]1(CO)O\C(=N/OC(=O)NC2=CC=CC=C2)[C@]([H])(NC(=O)CCCC)[C@@]([H])(O)[C@]1([H])O
7743,OC1=C(C=C(Br)C=C1)C1=CC(C2=CC=CC=C2)=C(C#N)C(=O)N1
7744,CCC1=CC=C(O1)\C=C1/SC(N[C@H](C(O)=O)C2=CC=C(F)C=C2)=NC1=O
7745,NC1=NC=CC(=N1)C1=CC2=C(ON=C2C=C1)C1=CC=C(Cl)C=C1
7746,FC(F)(F)C1=CC=CC(=C1)C1=NN=C2C=CC(NC3CCCCC3)=NN12
7747,OC(=O)C1=CC=CC2=C1NC(=C2C1=CC=CC=C1)C1=CC=CC=C1
7748,CCC1=CC=C(O1)\C=C1/SC(N[C@H](C2=NN=NN2)C2=CC=C(F)C=C2)=NC1=O
7749,COC(=O)C1=CC(OC)=C(O)C=C1
7750,OC(=O)CCCCCCCCCCOC(S)=O
7751,CN1N=NC(=N1)C1=CC(C)=C(OCCCC2=CC(C)=NO2)C(C)=C1
7752,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)N2N=NC(C)=N2)=C1
7753,CC1=NC(=CO1)C1=CC(C)=C(OCCCC2=CC(C)=NO2)C(C)=C1
7754,[H][C@@]1(CC(O)=O)NC2=CC=CC=C2CN(C)C1=O
7755,CCC1=C(SC=C1)C1=CC(O)=C(O)C=C1
7756,CC1=NOC(CCCCCOC2=CC=C(C=C2Cl)C2=NCCO2)=C1
7757,CC1=NOC(CCCCCOC2=CC=C(C=C2)C2=NCCO2)=C1
7758,OCCOCOCC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1
7759,[H][C@]1(C)COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C(Cl)=C1
7760,CC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1
7761,[H][C@]1(C)COC(=N1)C1=CC=C(OCCCCCC2=CC(C)=NO2)C=C1
7762,CC[C@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1
7763,CC1=NOC(CCCCCCCOC2=CC=C(C=C2)C2=NCCO2)=C1
7764,C[C@@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1
7765,CC1=NOC(CCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1
7766,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)SC(=C1)S(N)(=O)=O
7767,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2C=CN(CCC3=CC=NC=C3)C2=C1)N1CCOCC1
7768,[H][C@](CC(O)=O)(CC1=CC=CC2=CC=CC=C12)N1C(=O)C2=CC=C(C=C2C1=O)C(O)=O
7769,[H][C@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CCO
7770,[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C
7771,CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC(Cl)=C(Cl)C=C1Cl
7772,[H][C@@](C)(O)C[C@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
7773,[H][C@](C)(O)C[C@@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
7774,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=CC=CC(O)=C21)C1=CC=C(O)C=C1
7775,[H][C@]1(CCCN1C(=O)CCN1C(=O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C(=O)N1CCCC1
7776,[H][C@]1(CC(F)(F)CN1C(=O)CCN1C(=O)C2=C(C=CC=C2)C1=O)C(=O)N1CCCC1
7777,[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)CC(C)C
7778,[H][C@@]1(OC2=C(OC)C(OC)=CC(CC3=C(N)N=C(N)N=C3)=C2C=C1)C1CC1
7779,C=C1\C(=C/C=C2\CCC[C@]3(C)[C@]([H])(CC[C@@]23[H])C#CC#CC(C)(O)C)C[C@](O)([H])C[C@@]1(O)[H]
7780,[H][C@@]1(N)CCCN(C1)C1=NC2=C(N1CC1=CC=CC=C1C#N)C(=O)N(C)C(=O)N2C
7781,COC1=CC(=O)N(C)C2=C3OCOC3=CC=C12
7782,ClC1=CC=C(\C=C\S(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)C(=O)C2)C=C1
7783,ClC1=CC=C(\C=C\S(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)CC2)C=C1
7784,[H][C@]1(N(C(C)=O)C2=CC=CC(O)=C2NC2=C1C(=O)CC(C)(C)C2)C1=C(Cl)C=C(Cl)C=C1
7785,CN(C)C1=CC=C(C=C1)C(O)=O
7786,CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1
7787,NCC1=CC=C(C=C1)C(=O)N1CCC2(CC1)NC1=CC=CC(F)=C1C(N)=N2
7788,CN(CCN(C)C1=CC=C(C2=NON=C12)[N+]([O-])=O)C(C)=O
7789,[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)NC1(CCN(C)CC1)C#N
7790,CC(=O)OC1=CC=C(\C=C\C(=O)NCCC2=CC=CC=C2)C=C1OC(C)=O
7791,OC1=CC=C(CCNC(=O)\C=C\C2=CC(O)=C(O)C=C2)C=C1
7792,[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)N[C@@](C)(COCC1=CC=CC=C1)C#N
7793,[H][C@@]1(CC[C@@H](CC1)C(=O)NC1=CC=NC=C1)[C@@H](C)N
7794,NNC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl
7795,NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1
7796,[H][C@](C)(CO)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C[P@@]([H])(O)=O
7797,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(Cl)C=C1)C(O)=O
7798,[H][C@@]1(CC2=CC=C(O)C=C2)NC(=O)[C@]([H])(CC2=CC=C(O)C=C2)NC1=O
7799,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@]([H])(C)[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O
7800,[H][C@](NC(=O)OCC1=CC=CC=C1)(C1=CC=C(C=C1)C(N)=N)P(O)(O)=O
7801,NS(=O)(=O)C1=NC2=C(S1)C=C(O)C=C2
7802,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1
7803,COC1=CC=C(CC(N)=O)C=C1
7804,CC(C)=CCNC1=NC=NC2=C1N=CN2
7805,NC1=NC(NCCC2=CC=C(O)C=C2)=NC2=NC(=NN12)C1=CC=CO1
7806,CC(C)[C@H]1SC(NC2=C(F)C=CC=C2)=NC1=O
7807,OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=C1C=CC=C2
7808,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2
7809,[H][C@]1(CN)CN(CCO1)C1=C(C=NC2=C1C=NN2)C1=CC=CC=C1
7810,C[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CF
7811,CC(=O)NC1=NC2=C(S1)C(=O)NCCC2
7812,O=C1NC=NC2=C1C1=C(CCCC1)S2
7813,CC(C)(C)NC1=NC(N)=C(S1)C(=O)C1=CC=CC=C1
7814,CSC1=NC(O)=C(CC2=CC=CS2)N1
7815,C1CN(CCO1)C1=C2N=CNC2=NC=N1
7816,[H][C@]1(CN)CN(CCO1)C1=C(Br)C=NC2=C1C=NN2
7817,NCCC1=CC=C(C=C1)S(N)(=O)=O
7818,[H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC
7819,OC(=O)C1=C(NC2=CC=C(Cl)C=C2)N=CC=C1
7820,CC1=CC(=O)OC2=CC=CC=C12
7821,COCCOC1=NC(N)=NC(C)=C1
7822,NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1
7823,CCOC1=CC=C(C=C1)C1=C(C#N)C(N)=NC2=C1C(N)=C(S2)C(N)=O
7824,CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C=C1
7825,OC(=O)C1=CN(N=C1)C1=CC=CC=C1
7826,NC(=O)C1=CN=C2C=CN(C2=C1)S(=O)(=O)C1=CC=CC=C1[N+]([O-])=O
7827,CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1
7828,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
7829,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O
7830,O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2
7831,NC(=O)C1=CC=CC=C1O
7832,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1
7833,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
7834,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
7835,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
7836,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
7837,CC(C)C1=C(OCC2=NCCN2)C=C(C)C=C1
7838,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
7839,CNC(=S)NCCSCC1=C(C)NC=N1
7840,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
7841,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1
7842,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
7843,OC(=O)C(Cl)Cl
7844,CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O
7845,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
7846,
7847,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O
7848,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
7849,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
7850,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O
7851,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1
7852,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
7853,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
7854,[H][C@]1(C[C@@]2([H])C=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC.[H][C@]1(C[C@@]2([H])C(C)=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC
7855,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF
7856,CN1C=CC(=O)C(O)=C1C
7857,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
7858,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1
7859,[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O
7860,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO
7861,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O
7862,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
7863,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O
7864,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1
7865,CC[N+](CC)(CC)CC
7866,NCCCCNC(N)=N
7867,NCCC1=CNC2=CC=C(O)C=C12
7868,CNC(=O)C1=CC=CN=C1
7869,NCCC1=CC=C(O)C=C1
7870,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
7871,NC1=NC(N)=C2N=CN(CCOCP(O)(O)=O)C2=N1
7872,O=C1NC2=C(N1)C(=O)NC(=O)N2
7873,OC(=O)CCC(=O)C(O)=O
7874,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
7875,O[C@H]1CN[C@@H](C1)C(O)=O
7876,OC(=O)C1=CCCNC1
7877,OC(=O)C1CCCNC1
7878,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O
7879,CC(C)C[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(O)=O
7880,
7881,N.N.Cl.[Pt++].CC(CCC([O-])=NCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
7882,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O
7883,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]1C(O)=O
7884,
7885,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
7886,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
7887,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
7888,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
7889,CC/C=C/CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N
7890,C=CCNC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
